# provenance: run=20260630T0538__10ep_3bb script=paper/figures/scripts/extract_htraj.py backbone=llama-3.2-11b-vision fault=hallucination__position_worst_user_direct baselines=['b0', 'b2'] n_episodes=10
series,ep,t,dist,r,h,r_min,r_max
B2 (modulated),5,37.8343,1.7937,1.8,-0.0063,0.9,1.8
B2 (modulated),5,37.8531,1.7896,1.8,-0.0104,0.9,1.8
B2 (modulated),5,37.874,1.7869,1.8,-0.0131,0.9,1.8
B2 (modulated),5,37.8931,1.7825,1.8,-0.0175,0.9,1.8
B2 (modulated),5,37.914,1.7793,1.8,-0.0207,0.9,1.8
B2 (modulated),5,37.933,1.7746,1.8,-0.0254,0.9,1.8
B2 (modulated),5,37.9538,1.7716,1.8,-0.0284,0.9,1.8
B2 (modulated),5,37.9736,1.7678,1.8,-0.0322,0.9,1.8
B2 (modulated),5,37.9938,1.7656,1.8,-0.0344,0.9,1.8
B2 (modulated),5,38.0134,1.7627,1.8,-0.0373,0.9,1.8
B2 (modulated),5,38.0332,1.7611,1.8,-0.0389,0.9,1.8
B2 (modulated),5,38.0534,1.7592,1.8,-0.0408,0.9,1.8
B2 (modulated),5,38.0725,1.7582,1.8,-0.0418,0.9,1.8
B2 (modulated),5,38.0935,1.7571,1.8,-0.0429,0.9,1.8
B2 (modulated),5,38.1135,1.7566,1.8,-0.0434,0.9,1.8
B2 (modulated),5,38.1337,1.7561,1.8,-0.0439,0.9,1.8
B2 (modulated),5,38.1537,1.756,1.8,-0.044,0.9,1.8
B2 (modulated),5,38.174,1.7562,1.8,-0.0438,0.9,1.8
B2 (modulated),5,38.1936,1.7565,1.8,-0.0435,0.9,1.8
B2 (modulated),5,38.2145,1.7572,1.8,-0.0428,0.9,1.8
B2 (modulated),5,38.2341,1.7578,1.8,-0.0422,0.9,1.8
B2 (modulated),5,38.2538,1.759,1.8,-0.041,0.9,1.8
B2 (modulated),5,38.2746,1.76,1.8,-0.04,0.9,1.8
B2 (modulated),5,38.2936,1.7618,1.8,-0.0382,0.9,1.8
B2 (modulated),5,38.3128,1.7631,1.8,-0.0369,0.9,1.8
B2 (modulated),5,38.3344,1.7654,1.8,-0.0346,0.9,1.8
B2 (modulated),5,38.3524,1.7671,1.8,-0.0329,0.9,1.8
B2 (modulated),5,38.3737,1.7698,1.8,-0.0302,0.9,1.8
B2 (modulated),5,38.3936,1.7718,1.8,-0.0282,0.9,1.8
B2 (modulated),5,38.4136,1.7748,1.8,-0.0252,0.9,1.8
B2 (modulated),5,38.4335,1.777,1.8,-0.023,0.9,1.8
B2 (modulated),5,38.4537,1.7804,1.8,-0.0196,0.9,1.8
B2 (modulated),5,38.4735,1.7827,1.8,-0.0173,0.9,1.8
B2 (modulated),5,38.4934,1.7863,1.8,-0.0137,0.9,1.8
B2 (modulated),5,38.5135,1.7887,1.8,-0.0113,0.9,1.8
B2 (modulated),5,38.5338,1.7924,1.8,-0.0076,0.9,1.8
B2 (modulated),5,38.5538,1.795,1.8,-0.005,0.9,1.8
B2 (modulated),5,38.5735,1.7989,1.8,-0.0011,0.9,1.8
B2 (modulated),5,38.5934,1.8014,1.8,0.0014,0.9,1.8
B2 (modulated),5,38.6128,1.8052,1.8,0.0052,0.9,1.8
B2 (modulated),5,38.633,1.8078,1.8,0.0078,0.9,1.8
B2 (modulated),5,38.6531,1.8115,1.8,0.0115,0.9,1.8
B2 (modulated),5,38.6743,1.8138,1.8,0.0138,0.9,1.8
B2 (modulated),5,38.6937,1.8173,1.8,0.0173,0.9,1.8
B2 (modulated),5,38.7138,1.8195,1.8,0.0195,0.9,1.8
B2 (modulated),5,38.7327,1.8226,1.8,0.0226,0.9,1.8
B2 (modulated),5,38.7533,1.8245,1.8,0.0245,0.9,1.8
B2 (modulated),5,38.7734,1.8271,1.8,0.0271,0.9,1.8
B2 (modulated),5,38.7935,1.8287,1.8,0.0287,0.9,1.8
B2 (modulated),5,38.8137,1.8308,1.8,0.0308,0.9,1.8
B2 (modulated),5,38.8336,1.832,1.8,0.032,0.9,1.8
B2 (modulated),5,38.8547,1.8335,1.8,0.0335,0.9,1.8
B2 (modulated),5,38.8729,1.8343,1.8,0.0343,0.9,1.8
B2 (modulated),5,38.8926,1.8351,1.8,0.0351,0.9,1.8
B2 (modulated),5,38.9129,1.8354,1.8,0.0354,0.9,1.8
B2 (modulated),5,38.9337,1.8355,1.8,0.0355,0.9,1.8
B2 (modulated),5,38.9535,1.8353,1.8,0.0353,0.9,1.8
B2 (modulated),5,38.9737,1.8347,1.8,0.0347,0.9,1.8
B2 (modulated),5,38.9938,1.834,1.8,0.034,0.9,1.8
B2 (modulated),5,39.0141,1.8326,1.8,0.0326,0.9,1.8
B2 (modulated),5,39.0336,1.8314,1.8,0.0314,0.9,1.8
B2 (modulated),5,39.0547,1.8292,1.8,0.0292,0.9,1.8
B2 (modulated),5,39.0729,1.8276,1.8,0.0276,0.9,1.8
B2 (modulated),5,39.0929,1.8249,1.8,0.0249,0.9,1.8
B2 (modulated),5,39.1153,1.8228,1.8,0.0228,0.9,1.8
B2 (modulated),5,39.1338,1.8195,1.8,0.0195,0.9,1.8
B2 (modulated),5,39.1542,1.8171,1.8,0.0171,0.9,1.8
B2 (modulated),5,39.1738,1.8133,1.8,0.0133,0.9,1.8
B2 (modulated),5,39.1925,1.8107,1.8,0.0107,0.9,1.8
B2 (modulated),5,39.2146,1.8066,1.8,0.0066,0.9,1.8
B2 (modulated),5,39.2332,1.8038,1.8,0.0038,0.9,1.8
B2 (modulated),5,39.2537,1.7995,1.8,-0.0005,0.9,1.8
B2 (modulated),5,39.274,1.7966,1.8,-0.0034,0.9,1.8
B2 (modulated),5,39.2936,1.7924,1.8,-0.0076,0.9,1.8
B2 (modulated),5,39.3135,1.7896,1.8,-0.0104,0.9,1.8
B2 (modulated),5,39.3337,1.7856,1.8,-0.0144,0.9,1.8
B2 (modulated),5,39.3537,1.783,1.8,-0.017,0.9,1.8
B2 (modulated),5,39.3733,1.7792,1.8,-0.0208,0.9,1.8
B2 (modulated),5,39.3938,1.7769,1.8,-0.0231,0.9,1.8
B2 (modulated),5,39.4137,1.7737,1.8,-0.0263,0.9,1.8
B2 (modulated),5,39.4329,1.7717,1.8,-0.0283,0.9,1.8
B2 (modulated),5,39.4529,1.769,1.8,-0.031,0.9,1.8
B2 (modulated),5,39.4736,1.7674,1.8,-0.0326,0.9,1.8
B2 (modulated),5,39.4935,1.7653,1.8,-0.0347,0.9,1.8
B2 (modulated),5,39.5138,1.7642,1.8,-0.0358,0.9,1.8
B2 (modulated),5,39.5339,1.7628,1.8,-0.0372,0.9,1.8
B2 (modulated),5,39.5537,1.7622,1.8,-0.0378,0.9,1.8
B2 (modulated),5,39.5737,1.7617,1.8,-0.0383,0.9,1.8
B2 (modulated),5,39.5933,1.7616,1.8,-0.0384,0.9,1.8
B2 (modulated),5,39.613,1.7619,1.8,-0.0381,0.9,1.8
B2 (modulated),5,39.6338,1.7623,1.8,-0.0377,0.9,1.8
B2 (modulated),5,39.6542,1.7634,1.8,-0.0366,0.9,1.8
B2 (modulated),5,39.6731,1.7643,1.8,-0.0357,0.9,1.8
B2 (modulated),5,39.6938,1.7661,1.8,-0.0339,0.9,1.8
B2 (modulated),5,39.7135,1.7675,1.8,-0.0325,0.9,1.8
B2 (modulated),5,39.7335,1.7699,1.8,-0.0301,0.9,1.8
B2 (modulated),5,39.7527,1.7717,1.8,-0.0283,0.9,1.8
B2 (modulated),5,39.7743,1.7747,1.8,-0.0253,0.9,1.8
B2 (modulated),5,39.7937,1.7768,1.8,-0.0232,0.9,1.8
B2 (modulated),5,39.8139,1.7803,1.8,-0.0197,0.9,1.8
B2 (modulated),5,39.8345,1.7827,1.8,-0.0173,0.9,1.8
B2 (modulated),5,39.8529,1.7865,1.8,-0.0135,0.9,1.8
B2 (modulated),5,39.8728,1.7892,1.8,-0.0108,0.9,1.8
B2 (modulated),5,39.8935,1.7932,1.8,-0.0068,0.9,1.8
B2 (modulated),5,39.9131,1.796,1.8,-0.004,0.9,1.8
B2 (modulated),5,39.934,1.8001,1.8,0.0001,0.9,1.8
B2 (modulated),5,39.9527,1.8029,1.8,0.0029,0.9,1.8
B2 (modulated),5,39.9744,1.8071,1.8,0.0071,0.9,1.8
B2 (modulated),5,39.9938,1.8098,1.8,0.0098,0.9,1.8
B2 (modulated),5,40.0135,1.8136,1.8,0.0136,0.9,1.8
B2 (modulated),5,40.0339,1.8159,1.8,0.0159,0.9,1.8
B2 (modulated),5,40.0535,1.8183,1.8,0.0183,0.9,1.8
B2 (modulated),5,40.0738,1.8192,1.8,0.0192,0.9,1.8
B2 (modulated),5,40.0935,1.8195,1.8,0.0195,0.9,1.8
B2 (modulated),5,40.1132,1.819,1.8,0.019,0.9,1.8
B2 (modulated),5,40.133,1.8176,1.8,0.0176,0.9,1.8
B2 (modulated),5,40.1532,1.8167,1.8,0.0167,0.9,1.8
B2 (modulated),5,40.1735,1.8152,1.8,0.0152,0.9,1.8
B2 (modulated),5,40.1937,1.8143,1.8,0.0143,0.9,1.8
B2 (modulated),5,40.2139,1.8129,1.8,0.0129,0.9,1.8
B2 (modulated),5,40.2342,1.8116,1.8,0.0116,0.9,1.8
B2 (modulated),5,40.2529,1.8107,1.8,0.0107,0.9,1.8
B2 (modulated),5,40.2739,1.8099,1.8,0.0099,0.9,1.8
B2 (modulated),5,40.2936,1.8088,1.8,0.0088,0.9,1.8
B2 (modulated),5,40.3137,1.808,1.8,0.008,0.9,1.8
B2 (modulated),5,40.3332,1.8069,1.8,0.0069,0.9,1.8
B2 (modulated),5,40.3536,1.8061,1.8,0.0061,0.9,1.8
B2 (modulated),5,40.3735,1.8049,1.8,0.0049,0.9,1.8
B2 (modulated),5,40.3932,1.804,1.8,0.004,0.9,1.8
B2 (modulated),5,40.4136,1.8027,1.8,0.0027,0.9,1.8
B2 (modulated),5,40.434,1.8018,1.8,0.0018,0.9,1.8
B2 (modulated),5,40.4542,1.8005,1.8,0.0005,0.9,1.8
B2 (modulated),5,40.4741,1.7995,1.8,-0.0005,0.9,1.8
B2 (modulated),5,40.4946,1.7982,1.8,-0.0018,0.9,1.8
B2 (modulated),5,40.5141,1.7972,1.8,-0.0028,0.9,1.8
B2 (modulated),5,40.5347,1.7958,1.8,-0.0042,0.9,1.8
B2 (modulated),5,40.5538,1.7949,1.8,-0.0051,0.9,1.8
B2 (modulated),5,40.5735,1.7935,1.8,-0.0065,0.9,1.8
B2 (modulated),5,40.5935,1.7926,1.8,-0.0074,0.9,1.8
B2 (modulated),5,40.6132,1.7913,1.8,-0.0087,0.9,1.8
B2 (modulated),5,40.6333,1.7904,1.8,-0.0096,0.9,1.8
B2 (modulated),5,40.6537,1.7892,1.8,-0.0108,0.9,1.8
B2 (modulated),5,40.6735,1.7884,1.8,-0.0116,0.9,1.8
B2 (modulated),5,40.6937,1.7874,1.8,-0.0126,0.9,1.8
B2 (modulated),5,40.7133,1.7868,1.8,-0.0132,0.9,1.8
B2 (modulated),5,40.7332,1.786,1.8,-0.014,0.9,1.8
B2 (modulated),5,40.7543,1.7856,1.8,-0.0144,0.9,1.8
B2 (modulated),5,40.7735,1.7851,1.8,-0.0149,0.9,1.8
B2 (modulated),5,40.7928,1.7849,1.8,-0.0151,0.9,1.8
B2 (modulated),5,40.813,1.7848,1.8,-0.0152,0.9,1.8
B2 (modulated),5,40.8333,1.785,1.8,-0.015,0.9,1.8
B2 (modulated),5,40.8534,1.7854,1.8,-0.0146,0.9,1.8
B2 (modulated),5,40.8731,1.7859,1.8,-0.0141,0.9,1.8
B2 (modulated),5,40.893,1.7868,1.8,-0.0132,0.9,1.8
B2 (modulated),5,40.9136,1.7876,1.8,-0.0124,0.9,1.8
B2 (modulated),5,40.9332,1.7889,1.8,-0.0111,0.9,1.8
B2 (modulated),5,40.9531,1.7899,1.8,-0.0101,0.9,1.8
B2 (modulated),5,40.9737,1.7916,1.8,-0.0084,0.9,1.8
B2 (modulated),5,40.9935,1.7928,1.8,-0.0072,0.9,1.8
B2 (modulated),5,41.0143,1.7948,1.8,-0.0052,0.9,1.8
B2 (modulated),5,41.0334,1.7962,1.8,-0.0038,0.9,1.8
B2 (modulated),5,41.0535,1.7984,1.8,-0.0016,0.9,1.8
B2 (modulated),5,41.0727,1.7999,1.8,-0.0001,0.9,1.8
B2 (modulated),5,41.0935,1.8021,1.8,0.0021,0.9,1.8
B2 (modulated),5,41.1137,1.8036,1.8,0.0036,0.9,1.8
B2 (modulated),5,41.1339,1.8055,1.8,0.0055,0.9,1.8
B2 (modulated),5,41.1535,1.8062,1.8,0.0062,0.9,1.8
B2 (modulated),5,41.173,1.8063,1.8,0.0063,0.9,1.8
B2 (modulated),5,41.1927,1.8056,1.8,0.0056,0.9,1.8
B2 (modulated),5,41.2142,1.8037,1.8,0.0037,0.9,1.8
B2 (modulated),5,41.2336,1.8018,1.8,0.0018,0.9,1.8
B2 (modulated),5,41.2539,1.798,1.8,-0.002,0.9,1.8
B2 (modulated),5,41.2735,1.795,1.8,-0.005,0.9,1.8
B2 (modulated),5,41.2937,1.7896,1.8,-0.0104,0.9,1.8
B2 (modulated),5,41.3132,1.7858,1.8,-0.0142,0.9,1.8
B2 (modulated),5,41.3338,1.7793,1.8,-0.0207,0.9,1.8
B2 (modulated),5,41.3535,1.7748,1.8,-0.0252,0.9,1.8
B2 (modulated),5,41.3727,1.7681,1.8,-0.0319,0.9,1.8
B2 (modulated),5,41.3936,1.764,1.8,-0.036,0.9,1.8
B2 (modulated),5,41.4132,1.7586,1.8,-0.0414,0.9,1.8
B2 (modulated),5,41.4338,1.7556,1.8,-0.0444,0.9,1.8
B2 (modulated),5,41.4541,1.7517,1.8,-0.0483,0.9,1.8
B2 (modulated),5,41.4733,1.7495,1.8,-0.0505,0.9,1.8
B2 (modulated),5,41.4934,1.747,1.8,-0.053,0.9,1.8
B2 (modulated),5,41.5129,1.7458,1.8,-0.0542,0.9,1.8
B2 (modulated),5,41.5335,1.7445,1.8,-0.0555,0.9,1.8
B2 (modulated),5,41.5527,1.7441,1.8,-0.0559,0.9,1.8
B2 (modulated),5,41.5734,1.7438,1.8,-0.0562,0.9,1.8
B2 (modulated),5,41.5935,1.7439,1.8,-0.0561,0.9,1.8
B2 (modulated),5,41.6128,1.7446,1.8,-0.0554,0.9,1.8
B2 (modulated),5,41.6336,1.7453,1.8,-0.0547,0.9,1.8
B2 (modulated),5,41.6534,1.7467,1.8,-0.0533,0.9,1.8
B2 (modulated),5,41.6735,1.7479,1.8,-0.0521,0.9,1.8
B2 (modulated),5,41.6936,1.7499,1.8,-0.0501,0.9,1.8
B2 (modulated),5,41.715,1.7515,1.8,-0.0485,0.9,1.8
B2 (modulated),5,41.7345,1.7541,1.8,-0.0459,0.9,1.8
B2 (modulated),5,41.7544,1.756,1.8,-0.044,0.9,1.8
B2 (modulated),5,41.773,1.7591,1.8,-0.0409,0.9,1.8
B2 (modulated),5,41.7938,1.7613,1.8,-0.0387,0.9,1.8
B2 (modulated),5,41.813,1.7649,1.8,-0.0351,0.9,1.8
B2 (modulated),5,41.8331,1.7674,1.8,-0.0326,0.9,1.8
B2 (modulated),5,41.8532,1.7713,1.8,-0.0287,0.9,1.8
B2 (modulated),5,41.8724,1.774,1.8,-0.026,0.9,1.8
B2 (modulated),5,41.8927,1.7782,1.8,-0.0218,0.9,1.8
B2 (modulated),5,41.9147,1.7811,1.8,-0.0189,0.9,1.8
B2 (modulated),5,41.9335,1.7855,1.8,-0.0145,0.9,1.8
B2 (modulated),5,41.9539,1.7885,1.8,-0.0115,0.9,1.8
B2 (modulated),5,41.973,1.7929,1.8,-0.0071,0.9,1.8
B2 (modulated),5,41.9928,1.7959,1.8,-0.0041,0.9,1.8
B2 (modulated),5,42.0124,1.8002,1.8,0.0002,0.9,1.8
B2 (modulated),5,42.0339,1.8031,1.8,0.0031,0.9,1.8
B2 (modulated),5,42.0536,1.8072,1.8,0.0072,0.9,1.8
B2 (modulated),5,42.0734,1.8098,1.8,0.0098,0.9,1.8
B2 (modulated),5,42.0939,1.8136,1.8,0.0136,0.9,1.8
B2 (modulated),5,42.1136,1.816,1.8,0.016,0.9,1.8
B2 (modulated),5,42.1334,1.8194,1.8,0.0194,0.9,1.8
B2 (modulated),5,42.1537,1.8215,1.8,0.0215,0.9,1.8
B2 (modulated),5,42.1732,1.8243,1.8,0.0243,0.9,1.8
B2 (modulated),5,42.1936,1.8259,1.8,0.0259,0.9,1.8
B2 (modulated),5,42.2133,1.828,1.8,0.028,0.9,1.8
B2 (modulated),5,42.2334,1.8293,1.8,0.0293,0.9,1.8
B2 (modulated),5,42.2526,1.8306,1.8,0.0306,0.9,1.8
B2 (modulated),5,42.2726,1.8313,1.8,0.0313,0.9,1.8
B2 (modulated),5,42.2944,1.8319,1.8,0.0319,0.9,1.8
B2 (modulated),5,42.3135,1.832,1.8,0.032,0.9,1.8
B2 (modulated),5,42.3337,1.8318,1.8,0.0318,0.9,1.8
B2 (modulated),5,42.3536,1.8314,1.8,0.0314,0.9,1.8
B2 (modulated),5,42.373,1.8305,1.8,0.0305,0.9,1.8
B2 (modulated),5,42.394,1.8296,1.8,0.0296,0.9,1.8
B2 (modulated),5,42.4135,1.8278,1.8,0.0278,0.9,1.8
B2 (modulated),5,42.4337,1.8264,1.8,0.0264,0.9,1.8
B2 (modulated),5,42.4539,1.8239,1.8,0.0239,0.9,1.8
B2 (modulated),5,42.4735,1.8221,1.8,0.0221,0.9,1.8
B2 (modulated),5,42.4926,1.819,1.8,0.019,0.9,1.8
B2 (modulated),5,42.5137,1.8168,1.8,0.0168,0.9,1.8
B2 (modulated),5,42.5335,1.8132,1.8,0.0132,0.9,1.8
B2 (modulated),5,42.5537,1.8106,1.8,0.0106,0.9,1.8
B2 (modulated),5,42.5737,1.8067,1.8,0.0067,0.9,1.8
B2 (modulated),5,42.5937,1.8039,1.8,0.0039,0.9,1.8
B2 (modulated),5,42.6135,1.7997,1.8,-0.0003,0.9,1.8
B2 (modulated),5,42.6333,1.7969,1.8,-0.0031,0.9,1.8
B2 (modulated),5,42.6538,1.7925,1.8,-0.0075,0.9,1.8
B2 (modulated),5,42.6732,1.7897,1.8,-0.0103,0.9,1.8
B2 (modulated),5,42.6938,1.7854,1.8,-0.0146,0.9,1.8
B2 (modulated),5,42.7135,1.7826,1.8,-0.0174,0.9,1.8
B2 (modulated),5,42.7335,1.7785,1.8,-0.0215,0.9,1.8
B2 (modulated),5,42.7536,1.7759,1.8,-0.0241,0.9,1.8
B2 (modulated),5,42.7739,1.7722,1.8,-0.0278,0.9,1.8
B2 (modulated),5,42.7937,1.7699,1.8,-0.0301,0.9,1.8
B2 (modulated),5,42.8134,1.7667,1.8,-0.0333,0.9,1.8
B2 (modulated),5,42.8336,1.7648,1.8,-0.0352,0.9,1.8
B2 (modulated),5,42.8534,1.7622,1.8,-0.0378,0.9,1.8
B2 (modulated),5,42.874,1.7607,1.8,-0.0393,0.9,1.8
B2 (modulated),5,42.8934,1.7588,1.8,-0.0412,0.9,1.8
B2 (modulated),5,42.9132,1.7578,1.8,-0.0422,0.9,1.8
B2 (modulated),5,42.9334,1.7568,1.8,-0.0432,0.9,1.8
B2 (modulated),5,42.9534,1.7563,1.8,-0.0437,0.9,1.8
B2 (modulated),5,42.9739,1.7561,1.8,-0.0439,0.9,1.8
B2 (modulated),5,42.9936,1.7561,1.8,-0.0439,0.9,1.8
B2 (modulated),5,43.0134,1.7567,1.8,-0.0433,0.9,1.8
B2 (modulated),5,43.0336,1.7573,1.8,-0.0427,0.9,1.8
B2 (modulated),5,43.0531,1.7585,1.8,-0.0415,0.9,1.8
B2 (modulated),5,43.0726,1.7596,1.8,-0.0404,0.9,1.8
B2 (modulated),5,43.0936,1.7616,1.8,-0.0384,0.9,1.8
B2 (modulated),5,43.1135,1.7631,1.8,-0.0369,0.9,1.8
B2 (modulated),5,43.1343,1.7658,1.8,-0.0342,0.9,1.8
B2 (modulated),5,43.1532,1.7678,1.8,-0.0322,0.9,1.8
B2 (modulated),5,43.1741,1.771,1.8,-0.029,0.9,1.8
B2 (modulated),5,43.1935,1.7733,1.8,-0.0267,0.9,1.8
B2 (modulated),5,43.2143,1.777,1.8,-0.023,0.9,1.8
B2 (modulated),5,43.2324,1.7795,1.8,-0.0205,0.9,1.8
B2 (modulated),5,43.2529,1.7835,1.8,-0.0165,0.9,1.8
B2 (modulated),5,43.2738,1.7862,1.8,-0.0138,0.9,1.8
B2 (modulated),5,43.2935,1.7902,1.8,-0.0098,0.9,1.8
B2 (modulated),5,43.3133,1.793,1.8,-0.007,0.9,1.8
B2 (modulated),5,43.3337,1.7971,1.8,-0.0029,0.9,1.8
B2 (modulated),5,43.3528,1.7998,1.8,-0.0002,0.9,1.8
B2 (modulated),5,43.3743,1.8037,1.8,0.0037,0.9,1.8
B2 (modulated),5,43.3942,1.8062,1.8,0.0062,0.9,1.8
B2 (modulated),5,43.4127,1.8098,1.8,0.0098,0.9,1.8
B2 (modulated),5,43.4337,1.8117,1.8,0.0117,0.9,1.8
B2 (modulated),5,43.4531,1.8137,1.8,0.0137,0.9,1.8
B2 (modulated),5,43.4727,1.8142,1.8,0.0142,0.9,1.8
B2 (modulated),5,43.4936,1.8138,1.8,0.0138,0.9,1.8
B2 (modulated),5,43.5138,1.8128,1.8,0.0128,0.9,1.8
B2 (modulated),5,43.533,1.8106,1.8,0.0106,0.9,1.8
B2 (modulated),5,43.5536,1.8091,1.8,0.0091,0.9,1.8
B2 (modulated),5,43.5734,1.8067,1.8,0.0067,0.9,1.8
B2 (modulated),5,43.5926,1.8052,1.8,0.0052,0.9,1.8
B2 (modulated),5,43.6138,1.8029,1.8,0.0029,0.9,1.8
B2 (modulated),5,43.6333,1.8014,1.8,0.0014,0.9,1.8
B2 (modulated),5,43.6534,1.7992,1.8,-0.0008,0.9,1.8
B2 (modulated),5,43.6738,1.7977,1.8,-0.0023,0.9,1.8
B2 (modulated),5,43.6936,1.7957,1.8,-0.0043,0.9,1.8
B2 (modulated),5,43.7144,1.7943,1.8,-0.0057,0.9,1.8
B2 (modulated),5,43.7335,1.7921,1.8,-0.0079,0.9,1.8
B2 (modulated),5,43.7533,1.7901,1.8,-0.0099,0.9,1.8
B2 (modulated),5,43.7742,1.787,1.8,-0.013,0.9,1.8
B2 (modulated),5,43.7934,1.7848,1.8,-0.0152,0.9,1.8
B2 (modulated),5,43.8128,1.7817,1.8,-0.0183,0.9,1.8
B2 (modulated),5,43.8342,1.7796,1.8,-0.0204,0.9,1.8
B2 (modulated),5,43.8547,1.7767,1.8,-0.0233,0.9,1.8
B2 (modulated),5,43.8735,1.7748,1.8,-0.0252,0.9,1.8
B2 (modulated),5,43.8931,1.7723,1.8,-0.0277,0.9,1.8
B2 (modulated),5,43.9138,1.7707,1.8,-0.0293,0.9,1.8
B2 (modulated),5,43.9337,1.7686,1.8,-0.0314,0.9,1.8
B2 (modulated),5,43.9536,1.7673,1.8,-0.0327,0.9,1.8
B2 (modulated),5,43.9737,1.7658,1.8,-0.0342,0.9,1.8
B2 (modulated),5,43.9941,1.7649,1.8,-0.0351,0.9,1.8
B2 (modulated),5,44.0147,1.764,1.8,-0.036,0.9,1.8
B2 (modulated),5,44.0331,1.7636,1.8,-0.0364,0.9,1.8
B2 (modulated),5,44.054,1.7633,1.8,-0.0367,0.9,1.8
B2 (modulated),5,44.0733,1.7633,1.8,-0.0367,0.9,1.8
B2 (modulated),5,44.094,1.7638,1.8,-0.0362,0.9,1.8
B2 (modulated),5,44.1133,1.7643,1.8,-0.0357,0.9,1.8
B2 (modulated),5,44.1331,1.7654,1.8,-0.0346,0.9,1.8
B2 (modulated),5,44.1539,1.7664,1.8,-0.0336,0.9,1.8
B2 (modulated),5,44.1737,1.7682,1.8,-0.0318,0.9,1.8
B2 (modulated),5,44.1937,1.7697,1.8,-0.0303,0.9,1.8
B2 (modulated),5,44.2134,1.7721,1.8,-0.0279,0.9,1.8
B2 (modulated),5,44.2328,1.774,1.8,-0.026,0.9,1.8
B2 (modulated),5,44.2536,1.777,1.8,-0.023,0.9,1.8
B2 (modulated),5,44.2729,1.7792,1.8,-0.0208,0.9,1.8
B2 (modulated),5,44.294,1.7827,1.8,-0.0173,0.9,1.8
B2 (modulated),5,44.3137,1.7851,1.8,-0.0149,0.9,1.8
B2 (modulated),5,44.3337,1.789,1.8,-0.011,0.9,1.8
B2 (modulated),5,44.3534,1.7917,1.8,-0.0083,0.9,1.8
B2 (modulated),5,44.3736,1.7959,1.8,-0.0041,0.9,1.8
B2 (modulated),5,44.393,1.7988,1.8,-0.0012,0.9,1.8
B2 (modulated),5,44.4132,1.8031,1.8,0.0031,0.9,1.8
B2 (modulated),5,44.4337,1.806,1.8,0.006,0.9,1.8
B2 (modulated),5,44.4532,1.8103,1.8,0.0103,0.9,1.8
B2 (modulated),5,44.473,1.8131,1.8,0.0131,0.9,1.8
B2 (modulated),5,44.4933,1.8172,1.8,0.0172,0.9,1.8
B2 (modulated),5,44.5137,1.8198,1.8,0.0198,0.9,1.8
B2 (modulated),5,44.5335,1.8232,1.8,0.0232,0.9,1.8
B2 (modulated),5,44.5525,1.825,1.8,0.025,0.9,1.8
B2 (modulated),5,44.5742,1.827,1.8,0.027,0.9,1.8
B2 (modulated),5,44.5931,1.8281,1.8,0.0281,0.9,1.8
B2 (modulated),5,44.6144,1.8295,1.8,0.0295,0.9,1.8
B2 (modulated),5,44.6341,1.8303,1.8,0.0303,0.9,1.8
B2 (modulated),5,44.6536,1.8313,1.8,0.0313,0.9,1.8
B2 (modulated),5,44.6727,1.8318,1.8,0.0318,0.9,1.8
B2 (modulated),5,44.6929,1.8323,1.8,0.0323,0.9,1.8
B2 (modulated),5,44.7139,1.8325,1.8,0.0325,0.9,1.8
B2 (modulated),5,44.7351,1.8326,1.8,0.0326,0.9,1.8
B2 (modulated),5,44.7529,1.8324,1.8,0.0324,0.9,1.8
B2 (modulated),5,44.7737,1.832,1.8,0.032,0.9,1.8
B2 (modulated),5,44.7935,1.8315,1.8,0.0315,0.9,1.8
B2 (modulated),5,44.8132,1.8306,1.8,0.0306,0.9,1.8
B2 (modulated),5,44.8328,1.8298,1.8,0.0298,0.9,1.8
B2 (modulated),5,44.8538,1.8283,1.8,0.0283,0.9,1.8
B2 (modulated),5,44.873,1.8271,1.8,0.0271,0.9,1.8
B2 (modulated),5,44.8944,1.825,1.8,0.025,0.9,1.8
B2 (modulated),5,44.9124,1.8235,1.8,0.0235,0.9,1.8
B2 (modulated),5,44.9339,1.821,1.8,0.021,0.9,1.8
B2 (modulated),5,44.9535,1.8192,1.8,0.0192,0.9,1.8
B2 (modulated),5,44.9731,1.8163,1.8,0.0163,0.9,1.8
B2 (modulated),5,44.9929,1.8143,1.8,0.0143,0.9,1.8
B2 (modulated),5,45.0136,1.8113,1.8,0.0113,0.9,1.8
B2 (modulated),5,45.0329,1.8092,1.8,0.0092,0.9,1.8
B2 (modulated),5,45.0526,1.8061,1.8,0.0061,0.9,1.8
B2 (modulated),5,45.0739,1.804,1.8,0.004,0.9,1.8
B2 (modulated),5,45.0926,1.8008,1.8,0.0008,0.9,1.8
B2 (modulated),5,45.1128,1.7987,1.8,-0.0013,0.9,1.8
B2 (modulated),5,45.1343,1.7957,1.8,-0.0043,0.9,1.8
B2 (modulated),5,45.1531,1.7937,1.8,-0.0063,0.9,1.8
B2 (modulated),5,45.1726,1.7909,1.8,-0.0091,0.9,1.8
B2 (modulated),5,45.1938,1.7891,1.8,-0.0109,0.9,1.8
B2 (modulated),5,45.2136,1.7866,1.8,-0.0134,0.9,1.8
B2 (modulated),5,45.2332,1.785,1.8,-0.015,0.9,1.8
B2 (modulated),5,45.2535,1.7828,1.8,-0.0172,0.9,1.8
